org_name,count,in_crosswalk
Santa Barbara Women's Political Committee,323,yes
California Association of County Treasurers and Tax Collectors,322,yes
California Association of Physician Groups,322,no
California County Superintendents Educational Services Association,322,no
County of Kern,322,yes
National Association of Mutual Insurance Companies,322,yes
State Coalition of Probation Organizations,322,no
Amalgamated Transit Union,321,no
Asian Pacific American Legal Center,321,yes
Counties,321,no
California Association of Suburban School Districts,320,no
California Sportsman's Lobby,320,no
East Bay Housing Organizations,320,yes
Legal Aid at Work,320,yes
Sacramento County Board of Supervisors,320,yes
San Diego Community College District,320,yes
California Community Colleges Chancellor's Office,319,no
California Partnership,319,yes
Department of Transportation,319,no
FISCAL COMMITTEE: Senate Appropriations Committee,319,no
Santa Maria Valley Chamber of Commerce,319,yes
City of Newport Beach,318,yes
Los Angeles County Probation Officers Union,318,yes
Black Women for Wellness,317,no
California Family Health Council,317,no
Central California Environmental Justice Network,317,yes
Inner City Law Center,317,yes
Physicians for Social Responsibility - Los Angeles,317,yes
California Life Sciences,316,no
Orange County Department of Education,316,no
San Diego Gas & Electric,316,yes
California Construction and Industrial Materials Association,315,no
City of Santa Clarita,315,yes
Fresno Barrios Unidos,315,yes
California Society of Anesthesiologists,314,no
"American Federation of State, County, and Municipal Employees, AFL-CIO",312,yes
California Society for Clinical Social Work,312,no
California Access Coalition,311,yes
California Center for Public Health Advocacy,311,no
Livable California,311,yes
Los Angeles City Attorney,311,no
Alameda County Community Food Bank,310,no
Animal Legal Defense Fund,310,no
Los Angeles County Democratic Party,310,yes
Mountain Lion Foundation,310,yes
San Diego County Court Employees Association,310,no
CDF Firefighters,309,no
Northern Neighbors,309,yes
California Immigrant Welfare Collaborative,308,no
California Library Association,308,yes
California Pan - Ethnic Health Network,308,no
California Pear Growers Association,308,no
Educate. Advocate,308,no
San Mateo County Board of Supervisors,308,yes
United Transportation Union,308,no
California Student Aid Commission,307,no
Numerous Individuals,307,no
"Protection & Advocacy, Inc",307,no
Services,307,no
Tulare Chamber of Commerce,307,no
Angeles,306,no
Department of Motor Vehicles,306,no
Sister Warriors Freedom Coalition,306,no
LA Defensa,305,yes
Peace Officers Research Association,305,no
Technet,305,yes
Valley Ag Water Coalition,305,no
California Association of Local Agency Formation Commissions,304,yes
California Fraternal Order of Police,304,no
California Park and Recreation Society,304,no
Morongo Band of Mission Indians,304,yes
National Housing Law Project,304,yes
American Association of University Women - California,303,no
California Agricultural Commissioners and Sealers Association,303,no
Felony Murder Elimination Project,303,no
Osteopathic Physicians and Surgeons of California,303,no
"Utility Workers Union of America, Local 132",303,no
California Academy of Child and Adolescent Psychiatry,302,yes
Sacramento County,302,yes
American,301,no
California Cotton Ginners and Growers Association,301,no
Center,301,no
City of Whittier,301,yes
Los,301,no
State Building & Construction Trades Council of California,301,yes
AFL-CIO,300,no
American Society for the Prevention of Cruelty to Animals,300,yes
Association of Deputy District Attorneys,300,no
"Center on Race, Poverty & the Environment",300,yes
International Longshore & Warehouse Union,300,no
North Bay Leadership Council,300,yes
American Diabetes Association,299,no
City of Palmdale,299,yes
Coalition of Small and Disabled Veteran Businesses,299,no
City of Bakersfield,298,yes
City of Encinitas,298,yes
City of Paramount,298,yes
Santa Barbara Rental Property Association,298,yes
Climate Resolve,297,yes
County of Sonoma,297,yes
East Bay for Everyone,297,yes
Mexican American Legal Defense and Education Fund,297,yes
Alliance San Diego,296,no
California Central Valley Flood Control Association,296,no
City of Claremont,296,yes
Greater Bakersfield Chamber of Commerce,296,no
Public Health Institute,295,yes
Working Partnerships USA,295,yes
Campaign for College Opportunity,294,no
Citizens for Choice,294,no
Older Women's League,294,no
Consumer Specialty Products Association,293,no
Fresno Chamber of Commerce,293,no
Inland Empire Economic Partnership,293,no
Marin Builders' Exchange,293,no
University of Southern California,293,no
California Association of Student Councils,292,no
Pacific Association of Domestic Insurance Companies,292,yes
San Diego Coastkeeper,292,no
State Association of County Auditors,292,no
CSAC Excess Insurance Authority,291,no
California Warehouse Association,291,no
Earthjustice,291,no
Human Impact Partners,291,no
Public Interest Law Project,291,yes
California Trial Lawyers Association,290,no
Nextgen California,290,yes
Orange County Taxpayers Association,290,no
Association of Independent California Colleges and Universities,289,no
United Teachers Los Angeles,289,yes
California Alliance of Caregivers,288,yes
"Professional and Technical Engineers, Local 21",288,no
Santa Cruz Climate Action Network,288,no
AMVETS-Department of California,287,no
California School-Based Health Alliance,287,no
City of Modesto,287,yes
Marin Builders Association,287,yes
Retired Public Employees Association,287,no
Folsom Chamber of Commerce,286,yes
Independent Energy Producers Association,286,no
Monterey County Board of Supervisors,286,yes
State Council on Developmental Disabilities,286,yes
State Department of Education,286,no
Youth Justice Coalition,286,yes
Concerned Women for America,285,no
Prevention Institute,285,yes
California Association of Port Authorities,284,no
California Licensed Foresters Association,284,no
City of Corona,284,yes
Glendale City Employees Association,284,no
Mental Health Association in California,284,no
State Association of County Retirement Systems,284,no
Western Fairs Association,284,no
City of Downey,283,yes
Orange County,283,yes
Sierra Nevada Alliance,283,yes
California Yimby,282,yes
Orange County Water District,282,no
Southern California Edison Company,282,no
Transgender Law Center,282,yes
Los Angeles County Sheriff,281,no
San,281,no
"Service Employees International Union, Local 1000",281,no
"UNITE-HERE, AFL-CIO",281,no
Women's Foundation California,281,no
Center for Food Safety,280,no
City of Coronado,280,yes
Engineering Contractors Association,280,yes
Pesticide Action Network,280,no
California Highway Patrol,279,no
County of Marin,279,yes
California Society of Plastic Surgeons,278,no
City of Arcadia,278,no
City of Buena Park,278,yes
City of Fresno,278,yes
San Diego,278,no
Board of Supervisors,277,no
California Lodging Industry Association,277,no
Junior Leagues of California State Public Affairs Committee,277,no
Peninsula Open Space Trust,277,yes
Public Utilities Commission,277,no
Sacramento County Sheriff's Department,277,no
Central City Association of Los Angeles,276,yes
City of Redding,276,yes
City of San Mateo,276,yes
City of Victorville,276,no
Communities United for Restorative Youth Justice (CURYJ),276,no
Los Angeles Waterkeeper,276,yes
Pacific Egg and Poultry Association,276,no
Progress Noe Valley,276,yes
"State Building and Construction Trades Council, AFL-CIO",276,yes
Bay Area Legal Aid,275,yes
California Life Sciences Association,275,yes
Our Family Coalition,275,no
Big Sur Land Trust,274,yes
California Low-Income Consumer Coalition,274,yes
California Radiological Society,274,no
Equal Justice Society,274,yes
The Utility Reform Network (TURN),274,no
California Chapters of the National Electrical Contractors Association,273,no
Greater Conejo Valley Chamber of Commerce,273,yes
Independent Cities Association,273,no
"Professional & Technical Engineers, Local 21",273,no
Southern California Association of Governments,273,yes
"Western Center on Law & Poverty, Inc",273,no
