leginfo_org,leginfo_bills,suggested_canonical,matched_name_in_crosswalk,matched_via,wratio,token_set_ratio
"Eric Garcetti, Mayor of Los Angeles",38,CITY OF LOS ANGELES,"Eric Garcetti, Los Angeles Mayor",alt(alternate_spelling),95.0,100.0
Calchamber,38,CalChambers,CalChambers,canonical,95.2,85.7
CA Business Properties Association,38,"Business Properties Association, Northern",Business Properties Association,alt(alternate_spelling),95.4,100.0
1 private citizen,38,One (1) Private Citizen,One (1) Private Citizen,canonical,95.0,75.0
Sacramento County District Attorney,37,District Attorneys,County District Attorney,alt(alternate_spelling),95.0,100.0
Lt. Governor Cruz Bustamante,37,Cruz,Cruz,canonical,90.0,100.0
Los Angeles Probation Officers Union,37,"American Federation of State, County and Municipal Employees (AFSCME)","Los Angeles County Probation Officers' Union, AFSCME",alt(chapter),95.0,81.8
American Legion- Department of California,37,AMERICAN LEGION - DEPARTMENT OF CALIFORNIA,American Legion--Department of California,alt(alternate_spelling),100.0,80.5
6 individuals,37,Half Moon Bay Fishermen (36 individuals listed),Half Moon Bay Fishermen (36 individuals listed),canonical,90.0,91.7
Veterans Caucus of the California Democratic Party,36,CALIFORNIA DEMOCRATIC PARTY,Democratic Caucus of the California Democratic Party,alt(chapter),95.0,100.0
State Building and Construction Trades Council of Ca,36,State Building and Construction Trades Council of CC,State Building and Construction Trades Council of CC,canonical,98.1,98.1
California Hawaii State Conference of the NAACP,36,National Association for the Advancement of Colored People (NAACP),California-Hawaii State Conference of the NAACP,alt(chapter),100.0,97.9
American Nurses Association\California,36,American Nurse Association of California,American Nurse Association/California,alt(alternate_spelling),98.7,96.0
Air-conditioning & Refrigeration Contractors Association,36,Air Conditioning and Refrigeration Contractors Association,Air Conditioning & Refrigeration Contractors Association,alt(alternate_spelling),100.0,96.4
7 individuals,36,Crab Fishermen of Eureka California (67 individuals listed),Crab Fishermen of Eureka California (67 individuals listed),canonical,90.0,91.7
Vietnam Veterans of America- California State Council,35,VIETNAM VETERANS OF AMERICA - CALIFORNIA STATE COUNCIL,Vietnam Veterans of America--California State Council,alt(alternate_spelling),100.0,98.1
Stockton,35,A.C.L.C,"A.C.L.C., Stockton",alt(chapter),90.0,100.0
Santa Maria Valley Chamber of Commerce,35,Chamber of Commerce - Santa Clarita Valley,Chamber of Commerce - Santa Clarita Valley,canonical,90.1,92.5
Planned Parenthood Action Fund of the Pacific Southwest,35,Planned Parenthood,Planned Parenthood,canonical,90.0,100.0
Indivisible Alta Pasadena,35,Indivisible,Indivisible,canonical,90.0,100.0
"CALPIRG, California Public Interest Research Group",35,California Public Interest Research Group,California Public Interest Research Group,canonical,95.0,100.0
Brady California,35,BRADY CAMPAIGN TO PREVENT GUN VIOLENCE,Brady,alt(alternate_spelling),90.0,100.0
Triple-A Council of California,34,Triple A Council of California,Triple A Council of California,canonical,100.0,93.3
Showing Up for Racial Justice (SURJ) Bay Area,34,Showing Up for Racial Justice Surj Bay Area,Showing Up for Racial Justice Surj Bay Area,canonical,97.7,93.8
"Service Employees International Union, AFL-CIO",34,Service Employees International Union,"Services Employees International Union, AFL-CIO",alt(alternate_spelling),98.9,98.9
Riverside County Sheriff's Office,34,Riverside County Sherriff's Office,Riverside County Sherriff's Office,canonical,98.5,98.5
Kern County Fire Fighters Union Inc,34,"Fire Fighters Union, Inc","Fire Fighters Union, Inc",canonical,95.0,82.9
Greater Coachella Valley Chamber of Commerce,34,Coachella,Coachella,canonical,90.0,100.0
American Planning Association-California Chapter,34,"American Planning Assoc., California Chapter","American Planning Association, California Chapter",alt(alternate_spelling),99.0,96.9
American Civil Liberties Union/northern California/southern California/san Diego and Imperial Counties,34,American Civil,American Civil,canonical,90.0,100.0
Santa Clara Valley Audubon Society,33,National Audubon Society,Santa Clara Valley Audobon Society,alt(alternate_spelling),97.1,97.1
San Bernardino County Office of the Sheriff,33,Bernardino County Office of the Sheriff,Bernardino County Office of the Sheriff,canonical,95.1,100.0
Organizations,33,Labor Organizations,Labor Organizations,canonical,95.0,100.0
National Council of Jewish Women CA,33,National Council of Jewish Women-San Francisco Bay Area Section,National Council of Jewish Women/LA,alt(chapter),97.1,91.4
Mayor of City & County of San Francisco London Breed,33,"London N. Breed, Mayor, City and County of San Francisco","London N. Breed, Mayor, City and County of San Francisco",canonical,95.0,89.5
Golden Gate Audubon Society,33,National Audubon Society,Golden Gate Audobon Society,alt(alternate_spelling),96.3,96.3
California State University Employees Union (CSUEU),33,CALIFORNIA STATE UNIVERSITY EMPLOYEES' UNION,California State University Employees Union CSUEU,alt(alternate_spelling),99.0,98.0
Alameda County Sheriff,33,Alameda County Sherriff,Alameda County Sherriff,canonical,97.8,97.8
Napa,32,California District Agricultural Association,"25th DAA, Napa Valley Exposition",alt(chapter),90.0,100.0
"Los Angeles Probation Officers' Union, AFSCME, Local 685",32,"American Federation of State, County and Municipal Employees (AFSCME)","Officers' Union, AFSCME",alt(alternate_spelling),90.0,82.1
Insurance Commissioner Ricardo Lara / California Department of Insurance,32,CALIFORNIA DEPARTMENT OF INSURANCE,"Insurance Commissioner Ricardo Lara, the California Department of Insurance",alt(alternate_spelling),98.0,94.5
Indivisible Sonoma County,32,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible East Bay,32,Indivisble East Bay,Indivisble East Bay,canonical,97.4,97.4
Greater Conejo Valley Chamber of Commerce,32,Conejo Valley,Conejo Valley,canonical,90.0,100.0
"Elders Climate Action, NorCal Chapter",32,"Elders Climate Act, NorCal Chapter","Elders Climate Act, NorCal Chapter",canonical,95.8,95.8
"American Association of University Women, California",32,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,American Association of University Women of California,alt(chapter),98.1,99.0
South Bay Labor Council,31,"South Bay Labor Council, AFL-CIO","South Bay Labor Council, AFL-CIO",canonical,95.0,83.6
Sierra Club-California,31,SIERRA CLUB,"Sierra Club, California",alt(chapter),97.8,75.6
San Francisco Fire Fighters Local 798,31,"San Francisco Firefighters, Local","San Francisco Firefighters, Local",canonical,91.4,80.0
San Diego Audubon Society,31,Diego,Diego,canonical,90.0,100.0
San Bernardino County District Attorney,31,District Attorneys,San Bernadino County District Attorney,alt(alternate_spelling),98.7,98.7
Reproductive Freedom for All California,31,National Abortion Rights Action League,Reproductive Freedom for All,alt(alternate_spelling),95.0,100.0
Planned Parenthood of California,31,Planned Parenthood,Planned Parenthood Affiliates of California,alt(chapter),95.0,100.0
"Orange County Professional Firefighters Association, Local 3631",31,"Orange County Professional Firefighters Association, Local","Orange County Professional Firefighters Association, Local",canonical,95.9,100.0
Orange,31,California District Agricultural Association,"32nd DAA, Orange County Fair & Exposition Center",alt(chapter),90.0,100.0
Los Angeles Mayor Eric Garcetti,31,CITY OF LOS ANGELES,"Eric Garcetti, Los Angeles Mayor",alt(alternate_spelling),95.0,98.4
"Elders Climate Action, SoCal Chapter",31,Socal Elders Climate Action,Socal Elders Climate Action,canonical,95.0,82.5
East Valley Indivisibles,31,East Valley,East Valley,canonical,90.0,100.0
Carlsbad Chamber of Commerce,31,Chamber of Carlsbad,Chamber of Carlsbad,canonical,95.0,100.0
California Police Chiefs Association Inc,31,California Policy Chiefs Association,"California Policy Chiefs Association, Inc",alt(alternate_spelling),96.3,96.3
American Association of University Women California,31,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,American Association of University Women of California,alt(chapter),97.1,100.0
AeA,31,AeA (American Electronics Association),AeA Apple Computer,alt(alternate_spelling),90.0,100.0
The Parent Company,30,The Parent Company (Caliva),The Parent Company (Caliva),canonical,95.0,100.0
The League of Women Voters of California,30,California League of California Voters,California League of California Voters,canonical,95.0,100.0
Several individual letters,30,Several,Several,canonical,90.0,100.0
Sacramento Hispanic Chamber of Commerce,30,Sacramento Hispanic Chambers of Commerce,Sacramento Hispanic Chambers of Commerce,canonical,98.7,98.7
Office,30,City of Santa Barbara,"City of Santa Barbara, Office of Mayor",alt(alternate_spelling),90.0,100.0
National Alliance on Mental Illness California,30,Alliance on Mental Illness,Alliance on Mental Illness California,alt(chapter),95.0,100.0
Irvine Chamber of Commerce,30,"Chamber of Commerce, Irvine","Chamber of Commerce, Irvine",canonical,95.0,98.1
Audobon California,30,National Audubon Society,Audubon California,alt(chapter),94.4,94.4
American Subcontractors Association of California,30,American Subcontractors Association of America,American Subcontractors Association,alt(alternate_spelling),95.0,100.0
"American Council of Engineering Companies, California",30,AMERICAN COUNCIL OF ENGINEERING COMPANIES,American Council Of Engineering Companies Of California,alt(chapter),98.1,97.1
Yolo County Sheriff's Department,29,County of Yolo Sheriff's Department,County of Yolo Sheriff's Department,canonical,95.0,100.0
Re:Store Justice,29,Re: Store Justice,Re: Store Justice,canonical,97.0,97.0
Prevent Child Abuse California,29,California Consortium to Prevent Child Abuse,California Consortium to Prevent Child Abuse,canonical,95.0,100.0
Neutral,29,Alliance for Site Neutral Payment Reform,Alliance for Site Neutral Payment Reform,canonical,90.0,100.0
Los Angeles Alliance for a New Economy (LAANE),29,LAANE (LOS ANGELES),Los Angeles Alliance for a New Economy LAANE,alt(alternate_spelling),98.9,97.8
Clean Water Action California,29,CLEAN WATER ACTION,Clean Water Action of California,alt(chapter),95.1,100.0
Cal Fire Local 2881,29,CALFIRE,CALFIRE Local 2881,alt(chapter),97.3,71.4
Anaheim Chamber of Commerce,29,"Chamber of Commerce, Anaheim","Chamber of Commerce, Anaheim",canonical,95.0,98.2
"American Federation of State, County and Municipal: Employees (AFSCME)",29,"American Federation of State, County and Municipal Employees (AFSCME)","American Federation of State, County and Municipal Employees (AFSCME)",canonical,99.3,99.3
"American Federation of State, County and Municipal Employees (AFL-CIO)",29,"American Federation of State, County and Municipal Employees (AFSCME)","American Federation of State, County and Municipal Employees, AFL, CIO",alt(alternate_spelling),99.3,95.7
Orange County Professional Firefighters Association,28,"Joe Kerr, President, Orange County Professional Firefighters Association","Joe Kerr, President, Orange County Professional Firefighters Association",canonical,95.0,100.0
National Association of Social Workers California Chapter,28,National Association of Social Workers - California Chapter,National Association of Social Workers-California Chapter,alt(alternate_spelling),100.0,86.0
Los Angeles County Fire Fighters Local 1014,28,Angeles County,Angeles County,canonical,90.0,100.0
Livermore Indivisible,28,Livermore Invisible,Livermore Invisible,canonical,95.0,95.0
California State Sheriffs' Association (CSSA),28,California Sheriffs' Association,California Sheriffs' Association,canonical,95.0,100.0
California Firefighters Association,28,California Fire Fighters Association,California Fire Fighters Association,canonical,98.6,87.3
Asian Pacific Environmental Network (APEN),28,ASIAN PACIFIC ENVIRONMENTAL NETWORK,"Asian Pacific Environmental Network, APEN",alt(alternate_spelling),100.0,96.4
"AMVETs, Department of California",28,AMVETS - DEPARTMENT OF CALIFORNIA,AMVETS--Department of California,alt(alternate_spelling),100.0,90.6
AB,28,Associated Builders and Contractors,ABC,alt(alternate_spelling),90.0,80.0
WateReuse Association of California,27,WateReuse,Water Reuse Association of California,alt(chapter),97.2,86.1
South Bay AFL-CIO Labor Council,27,"Labor Council, AFL-CIO","Labor Council, AFL-CIO",canonical,95.0,79.2
Sacramento Central Labor Council,27,Central Labor Council of Sacramento County,Central Labor Council of Sacramento County,canonical,95.0,100.0
Planned Parenthood Golden Gate,27,Golden Gate,Golden Gate,canonical,90.0,100.0
Network,27,AT Network,AT Network,canonical,95.0,100.0
Indivisible SF,27,Indivisible,Indivisible,canonical,95.0,100.0
